Gene,EntrezID,7_C,8_C,9_C,10_C,11_C,12_C,13_C,14_C,15_C,16_I,17_I,18_I,19_I,20_I,21_I,22_I,23_M,24_M,25_M,26_M,27_M,28_M,29_M,30_M,31_S,32_S,33_S,34_S,35_S,36_S,37_S
ABRAXAS2,23172,6.810005,6.987765,6.8983475,7.0152035,6.7842885,6.7649185,7.023231,6.8128505,6.684691,6.9356515,6.519741,6.859991,6.8209735,6.787878,6.7172335,6.893459,6.6787105,6.7442925,6.799625,6.90387,6.637299,6.7309955,6.472067,6.6412505,6.9356305,6.957038,6.6799545,6.8611605,6.74647,6.9656295,6.672224
ABT1,29777,6.858827,6.835509,6.704862,6.76226,6.80388,6.868607,7.097637,6.952596,6.740875,6.621271,6.856571,6.937496,7.064335,6.954556,6.808747,6.781611,6.895465,7.037875,6.68787,6.928968,6.866816,6.80683,6.843348,6.888044,6.725319,6.918471,6.880605,6.823042,6.882014,6.899231,7.042534
ABTB2,25841,7.053724,6.851046,7.084691,6.913424,7.239668,7.026841,6.761556,6.969732,7.01382,7.027789,7.318391,6.744585,6.883628,7.180414,6.897898,6.846281,6.73011,7.026841,7.021413,7.074777,7.000879,6.997905,7.475457,7.29381,7.199386,6.965065,7.279777,6.866059,7.06706,7.356282,6.766163
ACAA1,30,7.833362,8.114019,8.3779125,8.03761,8.1720275,8.0356845,8.085872,7.962026,7.937546,8.2018525,7.739913,7.9366105,7.8948695,8.0715195,8.0320275,7.602,8.234805,7.92922,8.395068,8.019203,8.0452835,8.212203,8.087597,7.9087355,8.394121,7.9713125,8.0870325,8.0490385,8.2509095,7.8859885,7.9169225
ACAA2,10449,7.387163,7.1607175,7.1386215,7.1243745,7.296054,7.421096,7.1157975,7.517646,7.2654775,7.202376,7.6442375,7.0378235,7.4148645,7.118023,7.2123075,7.2389955,7.155568,7.346623,7.3531465,7.2056805,7.342456,7.4686005,7.2284175,7.3526215,7.264367,7.1677965,7.186418,7.540777,7.324961,7.3360245,7.15185
ACACA,31,7.507052,7.610689,7.6102235,7.680495,7.682211,7.598677,7.5378025,7.6453095,7.636459,7.745187,7.6114005,7.578508,7.3666265,7.6672555,7.54647,7.7007595,7.6192265,7.6010835,7.636356,7.624941,7.5470885,7.383179,7.573619,7.4175,7.4465915,7.46235,7.6133315,7.559141,7.5870075,7.583919,7.258694
ACACB,32,5.98149675,5.99060375,6.48931525,6.2324915,6.697751,6.443842,6.0133885,6.5213265,6.4576725,6.826709,6.29347425,6.11485875,6.335394,6.3613825,6.602694,6.24558425,7.02161025,6.530899,7.530535,6.7875755,6.5537145,6.60580425,6.32225175,6.856194,7.309116,6.52243275,7.4455135,6.5845605,7.5733215,6.707152,6.3292145
ACAD10,80724,5.937533,5.777279,6.402981,5.704519,6.115538,5.756958,6.154111,5.838556,6.060019,6.106195,6.707853,5.987792,6.193037,5.961164,5.944637,5.901362,6.480403,6.189597,6.222156,6.16103,6.163102,6.002833,5.97502,6.060019,6.029955,5.733658,6.414518,6.169689,6.337989,6.085166,5.776021
ACAD8,27034,5.717121,6.136231,5.516214,6.610719,5.772744,6.450767,6.136243,5.733977,5.978988,5.538457,5.239223,6.215321,5.955777,5.87866,5.737644,5.71769,5.43312,5.589668,5.182412,5.741745,5.811027,6.03552,5.812801,5.659915,5.457897,6.020505,5.536884,5.361135,5.505908,5.074602,5.86912
ACADL,33,4.4931345,4.4170705,4.451097,4.286311,4.3622265,4.332194,4.40828,4.468553,4.678212,4.603529,4.8993125,4.3468225,4.400592,4.254007,4.36039,4.36141,4.448773,4.4616895,4.3830135,4.4638075,4.4008895,4.4344175,4.246383,4.366053,4.440226,4.400247,4.6593535,4.464733,4.622131,4.683356,4.462889
ACADM,34,7.021398,7.529103,7.587252,7.419142,7.160616,7.377364,7.366256,6.950719,7.047902,7.324782,6.069664,7.38082,7.417266,7.386646,7.089316,6.992331,6.626539,7.080097,7.08921,7.42216,7.657748,8.033715,7.348611,7.167822,6.740971,7.120533,6.394012,6.862939,6.693031,6.650775,7.497488
ACADS,35,6.731536,6.357567,6.857866,6.627943,7.039893,6.752017,6.664023,6.593665,6.807571,6.997113,7.358441,6.777779,6.807571,6.807571,6.704358,6.653958,7.083067,6.862625,7.047895,7.02656,6.921677,6.807571,6.764554,6.78043,6.894726,6.34646,7.440933,7.020713,7.176692,6.934628,6.540962
ACADSB,36,4.050002,4.194449,4.097444,3.980398,3.833962,3.893394,4.089821,3.914199,4.016345,3.975469,4.030664,4.141664,3.995345,3.880956,3.975469,3.97635,3.999851,3.958431,3.920793,3.878651,3.96007,4.123118,3.958864,3.783062,3.975469,3.751635,4.072742,3.995679,3.94232,4.101549,4.066346
ACADVL,37,8.511229651,7.664686534,7.947744293,8.580245792,8.732342136,8.631113438,8.067584014,8.88458793,8.6662635,7.9677357,8.259280545,8.312094585,8.510104332,8.582661082,8.537326628,8.52906708,8.922521276,8.625373667,9.150927095,8.729599414,8.708196919,8.72179111,8.294977938,8.574652625,8.201786427,8.340201844,8.364540807,8.302737344,9.538640445,7.685862509,8.153299205
ACAN,176,6.314352,6.128719667,6.296353667,6.286138667,6.341563333,6.221939667,6.197984667,6.362162667,6.52494,6.206965,6.633947667,6.214207667,6.070569333,6.262681333,6.300770333,6.387214333,6.408359,6.366139,6.439376333,6.339829667,6.34135,6.312127333,6.553451,6.528259,6.431052667,6.260655,6.876711333,6.515283333,6.422489667,6.458906,6.333902333
ACAP1,9744,6.0597635,5.9841945,6.3836665,5.859055,6.1923445,5.9884395,5.9944775,6.174531,6.117614,5.9505395,7.0673945,6.0511085,6.176772,6.043391,6.014408,6.204207,6.3215785,6.0848985,6.260416,5.924965,5.9765915,5.9132515,6.141347,6.059851,5.9648795,5.7505215,6.332816,6.182488,6.1910865,6.251164,5.7343795
ACAP2,23527,5.032576,5.2534315,5.3384205,5.1830895,5.330913,5.208189,5.23262,5.23294,5.400738,5.3879945,4.7053775,5.1909465,5.34184,5.1864005,5.2034295,5.2974875,5.0380995,5.252417,5.312856,5.190103,5.4394315,5.4729945,5.3986845,5.1456445,5.10148,5.4041805,4.355383,5.3878705,5.4739985,5.3811085,5.3169955
ACAT1,38,8.665963,8.812293,7.606708,8.860898,8.254087,8.491405,8.849554,8.603105,7.972859,7.960925,7.137261,8.580757,8.572398,8.760114,8.517046,8.521837,7.410608,8.43163,7.623865,8.29077,8.425821,8.924654,8.05624,8.360382,8.133777,8.593318,7.10132,8.054305,7.864738,7.797109,9.039946
ACAT2,39,6.715902,6.949307,6.490523,6.986041,6.627882,6.275174,6.559594,6.518577,6.050991,6.612001,6.136538,6.518577,6.335921,6.976806,6.346396,6.676478,6.09901,6.51608,6.327314,6.48884,6.058299,6.522075,6.225393,6.757915,6.721784,6.543891,6.327611,6.396202,6.33127,6.793952,7.09996
ACBD3,64746,6.163423,6.4246185,6.2770015,6.4170395,6.2252585,6.2688405,6.309746,6.016461,6.2436805,6.2138135,6.1790165,6.25663,6.244592,6.1684225,6.430366,6.1000965,6.187185,6.0393715,6.3867805,6.1922345,6.170866,6.521693,6.1570985,6.2473895,6.5080885,6.442318,6.156975,6.2548605,6.324901,6.146386,6.3386355
ACBD4,79777,7.367908,7.447019,7.282936,7.436082,7.566396,7.403659,7.440163,7.364228,7.62205,7.659392,7.871861,7.280833,7.003656,7.412571,7.316865,7.55392,7.862749,7.626585,8.047821,7.791784,7.473967,7.640832,7.501846,7.461023,7.518505,7.058,7.947511,7.561342,7.829547,7.799744,7.281955
ACD,65057,7.574167,7.751584,8.295714,8.212064,7.536571,7.70474,7.502299,7.685113,7.619717,7.830903,7.44231,7.568434,7.394229,7.773984,7.530798,7.499021,7.705245,7.866901,7.789046,7.790851,7.480819,7.637415,7.629056,7.562239,8.073403,7.910244,7.696869,7.793064,7.523288,7.723643,7.502206
ACE,1636,4.102837,4.152752,4.080346,4.019984,4.305455,4.11684,4.110971,3.949044,4.14701,4.20065,4.207684,4.032331,4.088676,3.974206,4.181157,4.207603,4.000299,4.155288,3.875155,4.249775,4.129813,4.098596,4.130993,4.057776,4.051096,3.970984,4.40596,4.258397,4.09991,4.2724,3.992977
ACE2,59272,4.7575815,4.564591,4.680509,4.486516,4.751251,4.6814885,4.654033,4.92699,4.942677,4.92783,5.115271,4.491667,4.7285175,4.756745,4.6728135,4.831684,4.9078095,4.6850185,4.8498835,4.724289,4.7094185,4.7486065,4.8109115,4.801579,4.784703,4.599827,5.001916,4.8245275,4.946216,4.9528835,4.625367
ACHE,43,5.516788333,6.073924667,5.623904667,5.611382333,5.400351667,5.531447667,5.671319333,5.530486,5.504637333,5.910048,5.950278667,5.755402333,5.404115667,5.428286667,5.403189,5.668365333,5.633842,5.599467667,5.563648,5.549489,5.750672333,5.239302333,5.687418333,5.389415667,5.436328333,5.595136333,5.707902667,5.59586,5.291335,5.676825667,5.525616667
ACIN1,22985,7.01797,6.303383,6.231723,7.059722,7.09932,7.294669,6.369056,7.143958,7.289565,6.842087,7.288721,6.903184,7.093617,6.990852,6.733062,6.972564,7.362926,7.201159,7.370547,7.145133,7.011639,6.917952,7.248574,7.137676,6.451897,7.439987,7.304045,6.851351,7.169986,6.841643,6.494675
ACKR1,2532,7.82458,7.069053,7.130715,7.103547,7.502229,6.521481,6.887672,6.848157,7.36091,6.652515,7.273608,7.203685,6.879793,7.073112,7.228229,7.06289,6.727725,6.938625,7.59503,6.888844,6.890729,6.69646,7.053801,7.062675,7.004761,7.064172,6.787358,7.553247,7.40972,6.855832,7.379701
ACKR2,1238,5.740439,5.333543,5.576594,5.486599,5.698122,5.384463,5.687228,5.691812,5.92568,5.778344,6.340352,5.447319,5.500846,5.692879,5.908286,5.921795,5.914973,5.79473,5.855823,5.858901,5.57939,5.594402,5.863376,6.129633,6.182715,5.560029,6.310615,5.826019,5.883774,6.202422,5.768572
ACKR3,57007,5.48532,4.596145,4.656214,5.485273,5.023466,5.161125,5.199682,5.336847,5.337546,5.374325,4.758183,5.174543,6.024024,5.058436,5.640321,4.995511,5.233157,5.598621,5.704574,5.359503,6.043846,6.779062,5.154045,5.2877,5.629419,6.412059,4.93492,5.314135,5.520703,5.30525,6.558906
ACKR4,51554,3.739015,3.824608,3.880137,3.72609,4.002413,3.914425,3.838663,3.931583,3.787418,4.103105,4.075128,3.72916,3.750362,3.841632,3.887968,3.858087,3.994109,3.880777,4.000332,3.729166,3.709469,3.820298,3.854138,3.872016,3.900835,4.104757,4.124215,3.940225,4.184789,4.150733,3.736757
ACLY,47,7.897857419,7.415877748,7.13408954,7.804936129,7.494104976,7.501150729,7.91175275,7.330695358,7.135336607,7.053940877,7.220659975,7.652721594,7.672232063,7.652032723,7.293779834,7.538027025,7.399852344,7.535399964,7.042158052,7.434810604,7.418541292,7.623849977,7.312817993,7.487067352,7.010534634,7.587963723,6.880439393,6.998713281,7.223927413,7.164273341,7.686048072
ACO1,48,7.665345,7.464652,7.245649,7.599418,7.725257,7.779152,7.644663,7.732939,7.529814,7.815369,7.40401,7.746572,7.610499,7.643682,7.758861,7.733933,7.795191,7.837336,7.448644,7.792988,8.035001,7.753425,7.447679,7.244826,7.261959,7.575214,7.359691,7.601309,7.536412,7.586204,7.531264
ACO2,50,7.883282428,7.718971527,7.658046614,7.890014125,7.529341424,7.814033427,7.816369332,7.697583397,7.962481367,7.5443064,7.596311679,7.913742692,7.732657383,7.719131418,7.805998111,7.66242289,7.353388607,7.785610634,7.568333223,7.641491537,7.832883196,7.743099151,7.46769115,7.485376783,7.301442218,7.443501961,7.209773255,7.510415371,7.549692325,7.677402409,7.778191981
ACOT1,641371,6.080602,6.663651,6.368383,6.131001,5.921059,5.892515,6.577432,6.052937,5.437865,5.886928,5.428243,6.412799,6.075399,6.22475,5.98145,5.804514,5.508336,6.746752,5.997243,6.044691,5.737462,6.02289,5.419478,5.58397,5.717325,6.054772,5.466556,6.022085,5.331008,5.440703,6.305484
ACOT11,26027,5.3773345,5.122816,5.1729565,5.437934,5.3151885,5.102609,5.214649,5.28642,5.3881035,5.241596,5.478286,5.5982485,5.2478855,5.210724,5.5258885,5.4320885,5.4692335,5.5579175,5.654941,5.4927615,5.297273,5.2495995,5.197227,5.445302,5.3357155,5.201723,5.6386365,5.4051825,5.536056,5.472672,5.566042
ACOT13,55856,7.177956,7.678212,7.046847,7.030666,7.02249,6.928348,7.611501,7.213893,6.649165,7.02135,5.944852,7.605653,7.271721,7.186343,6.881056,7.314285,6.713062,6.949078,6.8928,7.068039,6.717822,7.289946,6.200728,6.015633,6.827357,7.079838,5.567429,6.853295,6.300939,6.325063,6.653041
ACOT7,11332,6.71146,7.213085,6.903561,7.5071995,6.4450745,6.9251045,7.3948585,6.1956305,6.413705,6.420777,6.5031515,7.412454,6.632,6.649658,6.491875,6.885128,6.3589735,6.784538,6.526931,6.912588,6.625748,6.487133,6.3582885,6.0819235,6.114687,7.0129425,6.3455495,6.4754925,5.976423,6.0277665,7.2934295
ACOT8,10005,7.190923,7.490625,7.608847,7.442496,7.253929,7.430546,7.688886,7.206942,7.15798,6.867478,7.045561,8.087422,7.11998,7.190923,6.960821,7.428484,7.171401,7.453965,7.190923,7.268073,7.105751,7.082041,7.063146,6.973537,7.338673,7.311097,6.871783,7.131707,6.941697,7.134696,7.064983
ACOT9,23597,6.07578,5.942739,5.723566,5.929924,6.146889,6.025718,6.176109,6.179588,6.07578,6.329605,6.241202,5.963364,6.300598,5.920227,6.340966,5.979565,6.07578,6.099495,6.273602,5.989048,5.956153,6.312031,5.739101,5.870453,6.075724,5.982727,5.720223,6.065348,6.450586,6.368046,6.472868
ACOX1,51,4.70914675,4.824527,4.80399375,4.6271885,4.5586245,4.8256615,4.7836555,4.8696885,4.66280025,4.7360265,4.98198575,4.621839,4.64329825,4.73260425,4.648577,4.7169675,4.68393,4.78578425,4.73244425,4.6837375,4.776957,4.808107,4.695375,4.61421475,4.8642635,4.94304175,4.92733325,4.819941,4.6499385,4.7974225,4.608496
ACOX2,8309,5.272493,5.05262,4.822133,4.707456,5.090961,5.282029,5.112394,5.399585,5.37697,5.259422,5.423801,5.073219,5.184061,5.104361,5.204442,5.007386,5.13326,5.301303,5.498494,5.126497,5.219826,5.522872,5.250237,5.288193,5.444075,5.650293,5.034091,5.306272,5.534187,5.464242,5.005911
ACOX3,8310,6.028379,6.197654,6.00816,6.0986175,6.112909,5.913591,6.300894,6.134578,5.9472505,6.4378665,6.181279,6.0487005,5.7676,6.1739635,5.895109,6.0409155,6.506172,6.1674855,6.412294,6.1951075,5.817748,6.03866,5.906167,5.901815,6.163033,6.148032,6.3691175,5.926627,6.185785,6.2441225,6.0823215
ACOXL,55289,3.395178,3.500535,3.658379,3.379506,3.545452,3.508674,3.5517,3.530972,3.57492,3.591348,3.984543,3.37536,3.48817,3.466218,3.447278,3.561194,3.650075,3.5798,3.648339,3.492182,3.554127,3.490199,3.500134,3.697565,3.690043,3.416798,3.799639,3.687708,3.574808,3.751448,3.553762
ACP1,52,6.804575667,7.084170333,6.572286333,7.210983333,6.373806,6.748104667,7.217934333,6.509912667,6.472056667,6.439635,5.876625,7.058019667,6.917432333,6.789945667,6.692877667,6.653888667,6.104759,6.447081,6.176020333,6.589886667,6.488858,6.871411333,6.602698667,6.332009667,6.229456,6.909704,6.138144667,6.348041667,6.111301,6.184277667,7.110026667
ACP2,53,7.54466,8.133046,8.176757,7.764313,7.532226,7.511078,7.924197,7.488015,7.519102,7.451972,7.899797,8.260699,7.821808,7.552455,7.700511,7.403788,7.704068,8.103383,7.529947,7.606436,7.599774,7.625702,6.971564,7.069673,7.636433,7.093981,7.563247,7.625702,7.637373,7.233953,8.197243
ACP3,55,4.330932,4.218822,4.366666,4.273911,4.402657,4.354984,4.276488,4.339603,4.519005,4.379678,4.459094,4.263201,4.379678,4.32452,4.440829,4.447129,4.415683,4.233991,4.30292,4.386153,4.376298,4.288229,4.338559,4.447158,4.841243,4.360012,4.571779,4.627469,4.43267,4.619473,4.349841
ACP5,54,5.731376,5.635248,5.644899,5.442499,5.917332,5.55007,5.50834,5.601361,6.109,5.730909,6.081716,5.647223,5.910402,5.558914,5.927574,5.71551,5.953316,5.658356,6.125479,5.46011,5.710576,5.687124,5.855069,5.604793,6.003084,5.75228,6.413457,5.515952,5.91033,5.680281,5.69418
ACP6,51205,6.813309,6.943755,6.329641,6.871026,7.006597,6.960781,6.92905,6.949231,7.040097,7.242477,6.616646,6.852529,6.709153,7.169426,6.943755,7.057216,6.849861,7.066292,6.753742,6.754897,6.85584,7.059501,6.527439,6.786911,6.973513,6.653585,6.789925,6.943755,7.489137,7.189982,6.968659
ACR,49,6.726396,6.360934,6.806666,6.305889,6.648155,6.513603,6.627219,6.939342,6.651708,6.781106,7.465295,6.276092,6.498649,6.501971,6.640247,6.729271,6.936621,6.652538,6.621642,6.703463,6.309518,6.181627,6.642643,6.756336,7.023811,6.45682,7.222378,6.61093,6.863363,7.017589,6.359266
ACRV1,56,5.4314535,5.373489833,5.299348,5.197523833,5.366537,5.4037795,5.481085833,5.815245667,5.496108667,5.493990333,5.802452,5.284053833,5.486511667,5.359481333,5.268248167,5.716177833,5.605918,5.459230667,5.3393225,5.550111667,5.312749167,5.1225735,5.1321105,5.433200833,5.535758,5.188213333,5.849738667,5.424336,5.549725,5.888299667,5.330420333
ACSBG1,23205,6.714839,6.717995,6.927212,6.892001,6.747969,7.3787075,6.992066,7.051147,7.2354645,6.7600955,7.477403,6.871624,7.179476,7.015663,7.3008055,6.6455725,7.144645,7.327066,7.295526,6.9750375,7.3368355,7.5180625,6.7081275,6.807323,6.9077135,6.375594,7.074041,6.7175275,7.50558,7.2536415,6.3680345
ACSBG2,81616,6.445679,6.451722,6.600268,6.389856,6.506541,6.350143,6.441997,6.576373,6.692574,6.82677,7.196623,6.395806,6.378812,6.41482,6.714313,6.819531,6.807667,6.526047,6.523227,6.529195,6.38044,6.611491,6.635631,6.447546,7.010471,6.76931,7.395429,6.88947,6.7836,7.090044,6.439829
ACSF2,80221,6.027975,5.57478,5.833439,5.482489,6.189597,5.991521,5.75906,6.187784,6.141104,6.027975,6.779913,5.931215,5.883105,5.983594,6.183498,5.966997,6.396192,6.071322,6.552428,6.039304,6.2548,5.871904,5.577666,5.960473,5.950428,6.209247,6.279656,6.123705,6.739029,6.420081,5.359908
ACSL1,2180,8.428013,7.8726035,7.1362135,7.8784995,8.252579,8.15085,7.5886155,7.9818405,7.748746,7.996536,6.761601,7.6264185,8.034388,8.773479,8.1100395,7.8471835,7.4203435,7.399229,8.1581915,7.437136,7.8853335,7.881736,8.2322385,8.6196785,8.1898355,8.585634,7.198621,7.7202345,8.080184,8.714928,8.526111
ACSL3,2181,8.641125333,9.046479333,9.023690333,9.292181667,8.410650667,8.928529333,8.911550333,8.438901,8.674416667,8.727936,7.449485667,8.990407333,8.681695,8.895801667,8.798149333,8.670055333,8.210837333,8.682532333,8.539846333,8.920116333,8.854148,9.001162333,8.535662333,8.320823,8.235463333,8.79655,7.330683667,8.440253667,8.131885667,8.11466,8.806811
ACSL4,2182,4.863474,5.834149,5.567985,5.374491,4.92919,5.285676,5.454902,4.81352,5.120994,4.744571,3.777588,5.84275,5.563572,4.850428,4.982394,5.030941,4.714912,4.8544,4.775381,4.850428,5.358482,5.353329,5.025742,4.808039,4.40563,5.151386,3.432282,4.595147,4.635093,4.511717,5.592399
ACSL5,51703,6.913992,6.015191,6.192975,6.302021,6.845464,7.009168,6.1025,6.646732,6.664531,6.530013,7.193928,6.256882,6.672215,6.110062,6.637138,6.763825,6.786134,6.510047,6.773688,6.421328,6.275422,6.486832,7.058228,6.851273,6.533337,6.292239,6.58576,6.26761,6.552437,6.709463,6.128318
ACSL6,23305,5.274582667,5.732368333,5.286630667,5.488214333,5.069393,5.354817,5.575423333,5.367014333,5.124331667,5.236604,5.228817667,5.699062333,5.431624667,5.153694,5.141376333,5.501368667,5.095623333,5.324667333,4.991995,5.388462,5.183288,5.377302333,4.922875333,4.873444667,5.149226667,4.930225,5.177798667,5.227298667,5.213372667,5.313523667,5.462692333
ACSM1,116285,4.481403,4.579757,4.808637,4.429514,4.660992,4.742345,4.649493,4.775156,4.959278,4.686753,5.529108,4.489368,4.596611,4.620142,4.742296,4.80856,4.779185,4.505993,4.733901,4.59471,4.831317,4.647437,4.804663,5.131458,4.742425,4.62846,4.995104,4.723197,4.634278,4.819408,4.625079
ACSM2B,348158,4.807774,4.767032,4.788039,4.592146,4.933587,4.673225,4.70593,5.031281,5.059217,4.8648,5.985977,4.747296,4.875256,4.72659,4.610474,5.01149,5.041932,4.716171,4.785417,4.564557,4.678562,4.580269,4.884193,5.068905,4.932163,4.528998,5.476095,5.056548,4.828935,5.181903,4.741524
ACSM3,6296,4.934045,4.873024,4.750188,4.7639975,5.0244845,4.861697,4.8737375,5.0990935,5.030278,5.018006,5.719389,4.5562265,4.8138665,4.8489685,4.912523,5.1142855,5.0629485,4.8738245,5.061043,4.9100715,4.7472675,4.7602845,4.919049,5.0363115,4.960304,4.809153,5.271997,5.065086,5.0712885,5.3670825,4.8546685
ACSM5,54988,6.704197,6.789971,7.1440805,6.216957,6.581481,6.5769775,6.714378,6.9391415,6.8184915,6.8391545,7.4332325,6.3805015,6.7860665,6.747457,7.2458865,6.514708,7.397693,7.000765,7.072165,6.4998125,7.031713,7.150198,6.7061455,6.6685325,6.7127305,6.371424,7.2263005,6.7109195,7.847188,7.0427565,6.7346125
ACSS3,79611,6.012316,5.516282,5.365483,6.005203,5.818341,5.812458,5.852512,5.929687,6.005838,5.798268,6.023944,5.818341,6.069619,5.653985,5.970258,5.894488,6.193688,5.500039,5.469412,6.001019,6.022425,5.899501,5.667192,5.723122,5.93376,5.905659,5.784245,5.635192,5.888565,6.26759,5.691783
ACTA1,58,4.462796,4.787492,4.876632,4.689009,4.770205,4.551411,4.52568,4.501638,4.726759,4.438069,4.731314,4.814308,4.645819,4.634699,4.625857,4.556646,4.591014,4.609648,4.554002,4.480522,4.617371,4.489568,4.713941,4.824438,4.324289,4.780708,4.42072,4.63962,4.661371,4.698369,4.466336
ACTA2,59,6.715665226,6.560014363,6.026442502,6.580456803,6.406710999,6.402106772,6.360386612,6.433621855,6.792812971,6.484230932,6.875170365,6.105407941,6.272361087,6.491288276,6.917413288,6.575881472,6.794491831,6.567365371,6.315525998,6.378136259,6.548316698,7.108429853,6.68655107,6.660589135,6.834894955,7.087878396,6.735971461,6.710931922,6.366442511,6.943018232,6.219503181
ACTB,60,12.40147967,12.02598712,10.60058218,12.18021685,11.97463103,12.07810405,12.53705823,11.68343094,11.8803797,10.50351994,10.98187279,12.34460993,12.40059858,12.15457344,12.12796499,11.7589979,11.57312779,12.0930314,11.46833542,11.57656012,11.71537401,12.23250276,11.72339507,11.72495241,10.35081152,11.84818173,10.35128058,10.3101071,11.22741549,11.03278934,12.67162762
ACTBP9,69,6.888516,6.716284,6.407708,6.817337,6.509672,6.732067,7.063113,6.573097,6.694235,6.70324,6.772639,6.999366,6.893886,6.696718,6.86461,6.688409,6.662581,6.667249,6.502918,6.414258,6.586116,6.843651,6.572449,6.670006,6.402004,6.697688,6.449207,6.382329,6.442126,6.475499,7.57849
ACTC1,70,7.108065,7.145863,6.972261,7.087039,7.231136,7.136169,7.290384,7.205593,7.129681,7.02423,7.099712,7.051315,7.334609,7.165035,7.339542,7.172984,7.205859,7.196886,7.019882,7.187036,7.118439,7.294331,7.101324,6.994138,7.036661,7.1411,7.471207,7.18212,7.030829,7.289453,7.274764
